Ambient_Temp_C,Total_Load_kW,Current_Temp_C,Future_Temp_30Min_C
30.3,93.6,63.9,81.2
21.0,29.2,32.5,38.4
26.8,47.2,46.4,54.6
43.9,34.7,56.6,62.5
43.8,49.5,62.7,72.6
28.8,35.3,42.0,47.9
21.1,73.7,49.6,63.4
24.5,97.8,63.6,84.1
29.8,96.5,68.7,92.3
43.7,50.1,59.5,71.6
23.5,118.8,72.3,98.7
39.1,75.3,68.6,85.7
22.7,53.9,48.2,58.0
44.5,101.9,82.9,105.0
29.5,90.3,63.9,84.7
39.4,92.4,75.9,96.6
28.6,31.6,42.0,48.9
35.7,61.5,56.4,70.5
24.8,104.8,65.1,90.9
23.7,65.4,51.0,65.9
43.5,85.2,75.6,93.2
42.9,74.7,75.6,90.8
42.2,102.7,82.3,102.4
35.6,41.3,50.4,62.7
40.2,73.3,70.7,88.4
21.7,23.6,34.4,39.1
28.4,85.9,63.6,84.8
27.8,90.5,66.6,86.3
35.9,14.7,45.1,47.2
28.9,84.3,60.8,80.0
23.7,55.6,47.8,59.9
34.9,23.7,41.3,47.9
40.4,56.2,63.7,73.3
29.6,31.4,42.0,47.3
23.3,55.7,48.1,61.8
24.9,52.3,48.2,61.5
25.9,91.2,63.6,84.7
27.5,95.2,66.2,89.4
36.1,76.8,67.8,84.7
35.0,12.5,40.1,43.5
37.4,112.4,82.2,104.5
29.1,85.5,66.1,82.9
40.6,13.8,49.2,48.8
25.1,100.1,64.8,85.4
31.7,32.0,45.0,48.6
40.0,73.7,69.7,86.8
24.5,61.3,45.8,59.6
22.7,56.2,44.5,53.4
42.1,107.9,88.4,110.5
28.6,58.1,50.3,65.6
37.1,18.3,48.6,51.9
20.6,114.1,68.6,90.9
37.3,111.3,82.6,103.2
27.9,85.3,63.1,78.3
21.4,61.5,44.1,58.0
35.2,20.2,42.8,46.4
26.0,97.0,67.7,87.2
29.7,18.3,35.8,39.1
22.0,17.5,31.2,34.4
23.7,69.1,48.6,61.5
27.4,27.6,36.1,42.6
22.2,10.9,30.4,30.2
42.8,56.5,65.4,76.1
20.2,25.1,29.1,36.0
32.1,27.7,45.9,52.0
23.1,18.5,33.0,37.6
27.7,32.6,42.6,52.4
43.2,88.7,77.5,96.1
24.0,99.0,63.1,83.9
44.1,59.8,68.7,80.8
25.1,65.7,52.8,65.8
38.5,13.6,43.0,44.4
33.7,17.6,41.1,44.9
42.1,38.3,58.0,66.5
33.8,69.8,64.4,79.4
33.4,91.4,71.4,90.5
24.9,76.6,52.5,70.3
24.2,53.1,45.0,56.2
42.9,23.0,50.3,54.7
28.2,95.9,67.7,86.3
29.3,50.0,51.2,59.2
39.0,91.0,75.6,96.9
28.5,66.4,54.5,67.5
43.8,91.3,80.4,98.2
38.4,109.8,82.8,105.2
34.9,111.3,78.2,101.3
42.0,68.9,67.1,84.3
21.2,66.3,43.6,57.5
26.4,39.2,44.7,56.6
31.6,112.9,77.8,101.5
25.7,60.4,50.5,66.2
38.6,24.0,50.7,56.9
43.0,57.6,63.5,76.4
30.6,24.0,36.7,44.5
28.6,65.3,55.4,70.7
44.0,71.7,73.3,89.3
31.1,47.2,46.5,60.2
32.2,17.9,40.1,43.0
28.8,113.8,73.5,96.0
42.7,95.1,79.2,98.3
34.2,102.3,74.5,98.6
39.1,50.4,54.3,67.6
40.3,93.7,76.6,95.6
28.5,63.4,52.5,62.4
30.8,32.1,44.8,51.1
41.2,23.7,50.4,53.9
29.1,48.0,49.5,58.7
39.8,25.1,44.8,49.0
43.5,119.8,89.8,112.7
35.6,15.4,42.9,48.8
38.5,58.5,61.3,72.7
40.1,59.7,65.7,80.2
41.1,43.1,54.7,63.8
29.9,72.8,60.5,73.9
21.3,26.5,30.6,37.1
30.0,96.2,67.1,86.8
36.8,46.6,57.5,66.7
31.3,75.0,63.6,79.3
38.7,88.7,76.3,93.5
28.9,107.8,76.1,95.9
35.9,101.9,79.2,100.3
24.7,76.9,53.8,71.6
38.7,52.7,60.1,69.8
33.6,65.4,59.1,73.1
25.1,94.6,67.0,88.7
27.3,106.5,72.1,94.1
38.7,21.4,46.9,51.6
32.1,52.3,54.8,65.7
25.4,95.4,61.1,80.3
44.2,57.5,67.7,78.2
37.9,46.5,54.6,63.1
43.9,55.2,62.6,75.1
30.7,76.3,62.8,79.8
31.9,120.0,81.7,107.9
42.4,64.2,69.1,81.9
33.1,32.9,45.9,54.5
37.7,27.9,46.3,52.9
26.3,14.7,29.8,33.3
31.2,71.5,57.8,68.0
23.1,69.9,50.6,64.1
25.1,32.6,40.3,44.7
20.0,86.5,56.7,75.6
21.0,91.5,54.3,74.0
44.4,38.5,58.4,65.1
26.1,47.9,43.8,54.4
36.6,119.0,79.1,102.5
41.0,51.2,62.6,71.6
33.8,93.7,70.7,89.4
23.8,59.8,47.5,60.9
38.2,97.3,79.8,102.1
35.0,94.6,73.0,92.0
38.3,83.5,70.8,90.4
39.2,104.0,82.0,103.8
44.4,113.3,91.8,115.8
34.3,73.8,64.5,79.8
28.5,36.1,44.4,51.5
36.2,53.8,57.5,69.5
21.7,93.4,58.9,79.7
42.4,81.6,75.3,91.1
23.0,29.6,33.3,39.4
28.2,15.6,33.3,39.2
40.4,85.1,77.2,95.1
34.9,37.6,54.0,61.9
29.8,65.0,59.0,74.1
31.8,92.1,66.0,84.9
41.4,71.9,67.3,82.6
28.5,19.2,33.8,39.3
41.7,30.4,54.2,62.4
22.2,34.1,30.2,34.4
39.4,38.4,53.6,60.7
41.2,72.2,72.9,86.3
24.5,65.4,52.7,66.0
30.8,32.3,42.7,48.2
24.1,17.4,30.2,35.0
37.7,28.9,50.3,56.5
33.4,118.3,82.6,108.6
35.9,61.5,59.4,73.9
24.9,105.4,66.6,89.8
25.3,119.0,92.7,115.0
21.0,66.3,44.9,59.2
28.1,87.7,62.7,80.5
34.0,31.2,45.9,50.4
41.4,85.7,73.2,92.9
36.7,40.0,54.0,62.1
30.9,101.5,72.5,91.4
43.8,19.2,52.9,57.6
38.0,95.0,74.5,94.2
43.3,21.0,47.7,49.4
33.2,106.9,76.9,97.2
26.5,43.5,42.5,50.7
21.3,82.0,52.3,70.0
38.2,63.6,61.1,75.9
23.0,50.3,42.6,54.3
27.6,116.5,91.7,112.4
33.3,114.2,78.0,102.0
34.1,14.5,37.7,43.6
35.0,111.1,80.7,105.0
24.2,77.0,55.3,71.8
29.5,115.7,92.9,115.0
35.4,52.2,57.6,67.9
44.2,61.9,73.3,85.8
38.2,105.6,75.2,94.8
43.1,55.6,62.8,74.2
39.1,68.8,60.9,78.5
34.8,12.2,39.5,42.3
24.8,27.4,37.8,43.5
36.7,80.6,69.1,87.5
35.6,88.9,73.9,92.8
35.1,74.1,66.4,80.6
32.2,25.8,46.0,51.1
33.2,59.0,59.1,69.6
28.4,49.1,47.2,57.8
33.0,64.5,58.9,71.2
24.9,105.7,65.5,89.3
40.1,95.3,77.8,97.1
24.6,19.2,32.5,35.3
22.1,107.9,65.1,87.6
30.9,61.9,58.3,71.6
36.5,91.8,72.5,90.1
30.9,25.4,39.2,44.0
26.9,83.8,58.7,76.6
34.0,36.0,49.7,59.1
28.7,58.2,49.2,57.9
43.3,11.9,47.7,51.1
43.1,26.7,56.4,61.2
32.6,20.1,41.2,44.6
28.2,36.4,42.6,49.2
38.4,21.0,46.8,50.6
20.9,86.1,53.3,72.5
31.9,13.2,35.4,37.6
28.4,78.0,59.2,78.1
43.0,25.5,53.7,60.0
20.3,114.0,67.8,91.8
33.8,112.6,79.1,102.4
38.5,34.8,55.1,64.0
32.1,77.6,66.4,84.3
22.1,125.3,87.4,110.9
44.3,112.5,91.8,114.1
33.0,67.5,58.0,73.3
35.4,14.8,39.0,43.7
25.9,47.7,46.0,55.5
32.1,18.5,36.8,39.8
30.7,53.2,51.4,62.8
21.9,83.7,56.9,76.5
22.7,61.7,50.2,62.9
40.9,52.2,61.3,70.4
26.0,23.1,33.9,39.1
24.9,36.9,40.3,49.2
32.6,21.0,38.9,43.4
39.2,98.8,78.4,101.1
21.5,24.9,31.5,38.0
34.4,75.5,64.6,80.3
23.0,47.7,42.2,52.3
20.9,34.9,33.2,37.9
21.3,80.3,52.0,70.8
40.9,60.3,63.5,75.8
22.9,54.0,41.3,52.4
21.1,75.2,51.9,66.8
30.9,64.0,58.4,72.3
41.1,43.4,60.0,67.3
26.6,71.5,54.6,68.2
30.5,83.6,62.4,80.0
21.0,12.9,27.7,29.3
31.2,61.2,57.0,70.2
34.4,16.3,41.4,43.9
34.3,30.5,50.0,58.4
28.3,71.7,56.9,73.0
27.9,105.3,69.5,92.7
22.7,107.1,64.7,86.4
29.2,17.7,33.1,40.8
22.5,56.1,46.3,57.2
39.2,74.1,68.6,83.1
44.2,26.2,55.6,62.1
44.3,94.2,85.6,105.3
41.6,91.9,77.6,95.7
35.0,109.4,74.1,100.8
37.5,10.9,42.9,46.5
27.1,33.8,41.0,48.1
35.8,101.0,74.7,99.7
31.4,122.6,89.3,104.4
32.1,108.4,77.0,99.6
38.9,16.3,43.6,50.6
27.0,75.7,56.7,73.7
28.0,72.6,59.9,75.8
43.1,13.9,47.2,49.7
21.4,66.5,48.1,62.2
32.1,77.0,57.7,73.8
42.8,31.0,52.3,61.2
35.3,40.1,51.6,57.6
33.7,80.4,68.3,87.0
26.2,61.5,48.1,60.0
28.6,104.4,70.5,92.3
41.3,47.7,59.6,69.3
34.0,39.3,51.6,58.9
32.9,118.3,77.8,103.9
22.5,110.2,67.4,90.5
20.4,13.2,24.4,26.3
44.1,94.8,82.5,102.5
29.4,22.1,38.4,42.0
35.1,13.0,39.8,41.8
22.0,40.1,39.0,45.1
37.1,118.1,87.0,107.8
43.3,100.1,83.1,104.9
34.4,88.2,68.9,87.6
23.2,118.0,70.5,98.0
34.5,88.3,70.3,92.7
39.2,56.0,59.6,70.8
30.2,86.9,64.2,81.3
42.0,119.9,87.9,115.0
36.2,88.1,71.4,90.4
42.5,93.8,78.8,100.3
35.6,113.2,82.4,106.6
23.3,22.5,33.6,37.9
27.7,87.5,60.9,79.2
25.0,103.6,66.5,88.9
42.7,115.0,90.0,113.7
39.0,33.2,51.9,60.8
36.9,65.4,61.6,73.6
27.5,84.9,59.3,79.1
24.6,37.2,41.2,46.0
38.9,76.1,71.1,87.1
31.9,38.3,46.8,54.4
25.6,46.7,45.8,53.2
35.4,58.6,52.9,62.7
21.0,68.2,50.9,63.4
28.2,59.4,51.6,64.2
31.7,64.3,57.7,70.3
23.7,42.8,40.2,47.7
44.6,27.5,58.4,65.9
25.2,15.2,29.2,30.7
23.3,31.6,38.8,46.2
25.1,74.0,55.5,69.6
39.2,96.5,79.1,97.5
30.6,28.6,41.4,46.6
34.1,21.9,40.3,46.1
20.5,92.4,59.4,76.5
20.9,43.6,38.9,48.4
31.1,114.7,79.7,102.1
40.4,88.6,75.5,92.9
42.1,45.9,59.7,70.0
22.2,41.8,41.7,53.5
33.5,67.6,64.3,76.8
42.8,18.7,50.3,55.3
29.7,22.9,37.4,41.9
40.7,29.3,54.1,59.4
23.3,95.2,60.9,82.6
43.4,66.5,71.2,83.8
38.8,11.2,42.7,43.4
43.5,84.1,80.3,98.3
36.9,56.6,58.2,72.6
29.1,66.2,56.5,71.5
43.5,33.6,55.9,60.9
26.9,70.7,54.6,68.6
28.3,117.7,74.6,100.8
37.5,18.1,46.2,52.2
39.1,41.2,57.5,66.3
43.2,36.7,59.0,65.8
25.1,37.3,39.8,50.2
39.9,51.7,60.9,71.6
38.5,100.0,80.3,100.2
21.6,110.4,67.6,89.5
29.7,32.2,37.2,42.7
27.1,69.7,54.4,73.4
27.6,80.1,59.2,78.2
44.6,67.4,72.9,85.9
36.1,57.7,59.0,73.8
37.9,31.1,51.8,59.0
44.4,63.7,67.7,82.0
29.4,54.1,51.6,61.8
40.0,97.5,80.9,100.4
30.9,94.0,65.5,85.5
41.7,24.7,56.7,58.4
24.5,19.7,34.8,38.0
43.7,109.9,87.7,110.7
25.5,68.9,51.4,68.0
28.2,104.4,69.5,90.6
38.9,16.4,45.6,50.3
29.8,67.9,57.9,69.0
35.2,103.7,85.0,100.9
31.1,104.7,72.0,92.8
38.6,20.7,48.0,52.4
25.7,36.4,37.7,46.2
21.5,54.7,42.5,54.4
27.5,105.2,70.3,92.2
31.9,113.3,78.6,100.3
24.2,119.2,70.4,94.2
28.9,115.5,74.2,100.0
30.0,10.7,37.2,38.2
21.4,15.2,29.9,32.7
34.6,26.2,45.5,48.7
42.1,48.4,57.0,68.9
23.8,101.3,69.3,88.1
34.9,108.2,78.2,102.3
36.6,30.6,48.2,53.1
30.5,78.2,60.7,78.7
37.5,110.9,82.6,105.9
30.3,61.0,55.4,67.3
32.6,21.4,43.1,49.8
20.2,60.4,42.5,55.2
37.3,51.3,57.2,67.5
36.5,73.5,70.0,86.4
21.0,58.3,44.7,54.7
29.2,11.9,33.6,32.4
44.5,119.3,90.3,117.3
30.5,69.8,59.4,72.7
32.5,62.1,59.5,73.6
42.7,115.0,90.5,114.5
37.9,27.1,48.3,52.3
34.6,30.8,47.6,54.9
39.9,98.9,82.8,102.7
41.6,38.7,59.2,65.5
31.4,97.9,69.0,88.2
31.9,39.9,42.7,49.0
29.7,13.7,35.7,39.1
44.2,66.9,72.5,85.0
37.4,31.6,47.9,54.7
22.1,93.4,59.4,78.7
41.6,80.5,73.3,88.8
32.0,111.6,76.9,98.0
21.7,96.1,59.1,83.2
33.7,29.9,48.3,54.2
30.4,98.0,69.9,93.2
41.9,80.6,72.4,91.3
25.1,83.6,60.4,77.3
40.7,101.5,78.8,100.6
33.9,73.1,65.8,81.1
21.4,61.3,47.9,63.3
44.3,80.0,79.1,96.9
32.8,42.8,49.6,57.4
27.3,30.1,38.3,45.3
31.7,77.8,63.0,80.6
41.4,35.7,55.6,61.3
27.6,18.8,33.8,38.7
24.8,10.1,27.7,32.0
23.2,76.9,53.3,68.2
27.4,49.8,45.0,54.7
39.5,114.7,87.6,111.3
31.8,51.3,52.2,62.4
25.7,63.5,50.5,62.4
24.2,116.4,88.2,107.2
28.3,81.6,58.6,76.8
43.5,49.2,67.0,77.1
28.6,118.6,90.3,105.9
44.7,113.0,91.1,116.5
32.1,103.3,73.8,95.3
24.5,111.2,63.4,90.3
42.3,59.4,69.6,84.1
31.5,69.0,60.5,71.9
37.7,91.6,72.9,90.7
44.6,86.6,79.2,94.0
21.3,108.0,62.1,84.6
22.4,88.8,61.6,78.1
38.0,119.8,84.1,108.2
27.0,48.3,45.3,57.2
24.6,101.6,63.8,82.7
21.0,86.7,55.8,74.2
20.5,86.1,57.7,75.7
39.4,45.8,61.3,70.4
23.4,96.4,61.1,81.7
31.7,109.0,76.1,95.5
35.1,34.0,48.9,54.8
30.7,78.8,60.3,79.3
20.7,53.1,46.8,55.7
39.6,118.9,89.9,117.0
20.3,62.7,45.7,56.7
39.0,35.1,56.3,61.0
42.3,52.0,65.6,74.8
30.8,106.2,93.4,114.0
33.4,18.4,41.4,44.4
31.9,76.4,65.5,81.8
29.7,112.4,72.8,96.7
42.2,103.5,86.9,108.3
42.3,17.4,48.9,54.5
28.4,119.3,79.2,105.1
35.4,86.9,70.1,86.6
43.2,27.9,55.0,60.4
44.1,11.4,48.5,53.5
32.7,28.8,43.2,49.8
31.3,102.2,71.7,90.9
27.0,12.4,34.7,34.8
44.0,35.6,53.6,62.9
23.6,93.3,58.4,79.3
34.5,74.5,62.8,77.2
27.1,96.1,63.3,84.9
27.0,92.1,66.8,88.3
30.1,15.6,38.9,44.1
45.0,108.2,89.4,114.4
21.4,35.0,34.1,42.4
34.5,70.9,65.5,79.8
22.1,80.9,51.2,67.9
23.9,28.5,39.6,45.1
31.0,117.4,76.6,100.0
32.8,63.7,57.7,70.6
26.5,16.3,32.1,37.6
27.9,113.1,71.0,92.6
22.2,74.5,55.8,68.8
27.6,86.9,63.9,83.3
44.2,67.8,73.7,87.2
43.6,101.8,81.9,100.6
28.4,13.6,34.2,36.9
34.3,39.5,51.1,59.0
42.7,61.7,67.9,80.2
20.2,18.4,25.2,30.3
40.3,87.6,77.5,93.7
43.7,53.3,65.3,76.5
22.3,40.0,36.4,44.6
24.0,10.4,24.5,27.1
44.0,89.2,80.9,96.9
33.4,101.7,79.0,99.1
20.4,53.5,39.7,51.2
26.4,72.1,55.6,71.5
31.2,35.0,47.5,57.4
37.3,78.4,66.2,84.1
38.3,11.3,41.9,45.1
44.9,63.8,68.7,84.1
27.2,80.9,61.5,77.8
33.5,111.0,80.5,105.9
33.3,51.9,54.4,67.0
30.1,94.2,66.1,85.4
24.2,75.7,53.6,72.5
44.4,112.0,88.0,112.3
41.3,53.8,60.9,75.7
32.5,45.1,50.3,60.2
35.1,107.6,79.3,100.9
25.7,15.4,32.8,34.8
33.6,25.0,43.6,48.3
37.4,19.1,45.1,48.2
32.9,102.7,73.8,97.3
44.8,11.2,46.6,49.2
35.3,104.8,77.5,97.1
29.3,59.6,52.0,64.9
39.3,10.4,40.8,43.4
24.3,54.2,46.7,57.3
29.6,30.5,40.6,47.5
28.7,78.7,60.6,77.0
30.8,84.7,66.4,85.0
39.5,63.6,63.1,77.5
32.1,14.5,38.1,41.6
39.9,82.2,69.1,84.8
34.4,102.6,78.5,103.0
28.6,89.2,61.5,78.2
40.2,101.3,79.7,100.9
26.0,32.1,41.5,46.3
25.6,107.8,68.3,91.5
32.6,45.4,48.4,58.4
26.5,11.5,32.5,34.6
20.2,102.8,62.7,86.4
36.2,113.6,80.4,106.0
32.8,82.1,64.6,81.4
31.1,35.5,44.5,53.2
44.2,37.7,58.8,69.1
34.3,61.3,55.0,69.9
41.6,108.8,84.7,107.4
23.5,26.5,37.6,40.4
34.2,100.9,72.8,94.6
41.7,42.0,57.3,67.3
34.6,98.9,71.8,91.6
38.0,111.2,83.7,106.9
29.3,57.0,54.5,66.1
22.3,50.2,44.7,57.1
31.4,98.2,68.2,91.9
29.9,68.2,58.2,74.2
41.7,85.3,78.7,96.2
26.1,78.5,58.5,76.6
44.2,26.8,55.9,62.4
44.0,102.9,84.2,105.8
26.2,31.5,39.2,49.0
28.7,112.6,76.2,98.5
42.4,37.6,58.1,66.8
44.2,90.7,78.0,98.5
31.1,41.3,46.7,55.0
28.0,45.0,48.4,58.5
33.2,44.1,51.4,62.1
37.2,92.3,74.3,94.1
26.8,71.2,54.2,70.0
38.4,107.1,83.6,106.1
21.3,43.8,42.1,52.2
21.2,101.3,88.8,108.9
29.7,92.8,69.7,88.4
28.8,26.7,38.8,44.5
27.9,54.1,48.5,61.7
32.3,124.3,86.6,108.5
28.0,49.1,47.7,56.7
24.8,45.4,45.8,58.5
27.7,85.5,64.3,82.4
44.4,33.7,58.9,65.3
30.3,88.0,62.6,82.6
31.1,112.9,72.9,95.7
34.4,72.2,63.8,75.7
44.6,77.3,77.2,93.8
26.0,17.6,32.9,35.5
37.0,105.1,82.9,104.7
37.9,41.4,52.3,61.7
35.2,77.7,63.8,80.6
22.2,117.7,68.0,90.3
36.9,75.5,65.7,81.8
21.6,89.7,58.5,77.9
34.9,59.0,57.7,68.0
38.5,16.6,42.0,43.6
25.3,97.7,66.2,84.9
41.0,13.8,43.1,47.4
20.8,87.1,53.4,68.9
41.1,12.5,42.9,47.1
31.5,104.9,73.9,96.4
25.4,27.3,36.7,42.1
23.3,66.6,53.8,65.2
43.8,75.7,75.9,90.5
21.8,60.3,48.8,62.4
25.0,47.5,44.5,56.3
28.7,61.5,51.3,62.9
35.5,44.3,53.5,64.4
33.6,58.2,58.1,71.2
23.1,49.5,44.3,54.6
27.2,72.3,55.2,69.4
26.0,36.2,41.4,48.0
25.3,118.8,71.0,98.8
30.3,65.1,54.2,68.4
37.6,31.4,47.9,56.7
25.4,62.5,50.5,64.0
29.2,105.3,68.9,90.6
29.8,12.4,33.9,37.4
44.4,84.8,80.1,101.0
43.9,70.3,69.9,83.9
40.0,28.7,50.5,57.9
26.0,99.9,66.2,87.4
21.7,50.6,42.4,50.8
27.9,42.3,43.9,50.6
26.7,101.1,68.7,89.1
32.6,129.7,93.1,117.0
39.4,108.8,85.2,109.2
41.5,79.3,73.0,87.3
41.1,91.5,76.7,97.0
29.0,102.0,68.4,89.8
37.2,16.0,44.2,47.5
27.8,95.4,65.2,86.2
21.5,77.5,51.4,70.4
37.5,17.6,43.7,48.0
20.2,65.9,45.3,57.2
30.2,19.1,38.3,41.9
28.2,91.0,61.8,82.5
37.3,70.1,66.0,82.0
39.2,114.9,86.5,111.5
27.6,30.1,38.5,44.2
40.3,76.7,74.8,88.5
27.3,33.3,40.7,48.6
31.2,77.5,59.1,73.8
38.2,89.5,73.4,93.3
37.3,89.5,73.2,93.0
44.7,99.7,85.4,105.6
25.6,103.9,66.7,88.4
36.6,18.5,41.9,46.3
35.2,47.8,52.2,61.5
42.9,85.6,75.8,91.8
23.9,64.8,48.7,62.4
38.8,31.0,48.9,55.7
34.2,70.8,61.1,78.1
26.9,54.8,50.1,60.3
31.9,52.9,56.3,68.7
28.3,99.1,69.5,88.4
34.5,54.8,59.0,68.3
42.2,12.9,49.3,51.4
34.2,16.4,42.5,44.3
35.8,104.2,76.8,96.7
33.0,115.7,79.5,106.7
21.3,85.7,54.7,72.1
25.8,50.1,45.4,59.4
32.3,113.2,77.7,100.0
27.8,82.9,62.3,77.1
24.5,102.9,66.5,90.0
32.6,94.2,70.0,88.7
28.1,51.7,48.9,59.9
26.5,62.7,52.4,63.4
31.6,30.5,45.1,51.3
23.3,42.1,37.1,44.2
43.2,95.6,79.3,99.5
41.7,108.3,87.2,109.1
37.7,89.7,73.4,92.6
22.7,61.2,46.3,60.1
39.4,19.5,46.7,51.2
40.2,16.3,46.2,50.3
39.2,51.2,60.8,71.3
22.8,61.0,45.0,57.4
36.1,77.0,66.9,83.8
40.9,10.7,45.6,47.7
34.4,118.9,82.8,107.5
36.2,50.0,56.6,67.7
31.5,103.3,73.8,93.8
33.2,68.8,59.6,76.3
20.9,24.3,28.7,33.6
36.0,97.7,80.0,100.2
22.0,88.1,56.7,75.2
30.9,68.0,57.7,73.0
27.3,66.6,55.3,69.7
33.6,19.6,44.7,48.4
23.3,82.1,55.1,74.6
37.3,110.2,79.4,97.9
39.9,20.3,45.5,51.9
24.1,39.0,42.9,52.1
22.6,109.3,64.2,84.6
23.6,41.3,40.1,50.2
41.9,81.9,72.7,91.7
33.2,68.8,57.8,73.4
31.7,75.6,61.3,74.9
22.7,55.7,43.1,56.0
36.2,43.0,52.1,62.7
41.7,15.3,51.8,53.8
40.7,91.9,78.3,98.2
35.7,92.1,74.3,93.0
21.9,122.0,85.3,109.8
22.8,80.8,54.9,71.4
21.2,36.8,35.1,42.0
26.4,12.5,31.9,34.4
23.4,99.0,63.3,82.0
26.5,64.0,51.0,64.3
29.6,118.7,91.0,110.0
43.6,21.2,50.6,56.5
35.3,16.9,41.7,45.6
40.9,48.4,59.6,67.6
37.8,98.5,74.6,97.6
22.8,111.1,62.5,88.5
38.4,108.6,80.0,103.1
26.9,111.2,75.0,96.8
36.0,109.8,79.3,101.6
28.5,68.0,57.3,71.1
44.9,34.1,54.3,62.4
26.6,97.8,63.7,84.0
27.0,33.5,37.7,43.7
43.3,39.4,58.6,68.5
20.6,35.7,39.7,47.1
37.4,66.6,65.0,77.3
38.1,45.4,59.7,69.3
40.9,27.0,51.2,57.1
44.4,59.8,71.0,82.2
44.4,106.1,91.0,114.7
21.6,72.8,50.5,66.0
40.5,106.6,82.1,104.3
36.2,31.5,46.1,52.9
36.2,28.4,46.9,53.6
23.2,73.3,52.7,68.0
36.3,61.0,64.7,77.0
44.6,82.6,75.0,94.2
42.8,97.4,81.9,100.2
31.0,92.6,64.4,82.3
21.0,113.6,65.6,90.7
29.1,53.8,51.2,66.1
40.7,32.7,54.8,62.8
37.5,70.6,67.0,84.5
31.5,22.2,41.2,45.1
21.4,41.8,39.2,46.9
30.7,32.9,43.9,51.5
31.7,53.6,51.1,64.0
43.2,22.2,48.4,51.5
36.0,13.5,40.3,43.0
27.8,82.2,60.4,77.7
33.1,77.1,66.5,81.4
21.7,87.9,56.6,74.3
44.3,82.6,77.0,95.6
29.0,22.6,38.8,44.2
31.9,42.0,48.2,58.3
28.9,24.2,40.2,45.6
37.1,102.7,82.1,102.0
36.6,92.2,77.8,97.4
37.9,32.2,50.9,56.3
26.7,47.5,46.4,55.8
27.9,116.3,77.6,100.1
23.1,75.4,53.0,67.9
36.4,98.1,77.0,97.6
21.0,39.1,34.4,42.1
34.9,33.1,47.6,53.3
41.7,96.2,82.5,104.2
42.3,85.4,75.0,92.9
31.2,84.9,64.9,82.0
31.5,70.8,56.7,70.2
21.9,72.0,54.7,66.6
36.8,90.9,75.7,94.2
40.5,39.7,56.8,63.0
26.1,48.8,46.7,57.9
30.5,105.9,73.7,95.9
41.0,104.6,89.3,107.3
41.9,70.1,68.9,84.1
26.1,87.3,62.5,79.6
33.8,120.0,83.9,106.1
24.8,57.9,50.4,63.5
22.5,57.1,40.9,51.4
42.8,102.7,82.7,103.7
40.5,98.6,77.9,101.3
39.0,90.4,75.5,95.3
21.2,61.0,41.6,55.4
41.1,45.6,55.3,66.7
31.0,77.0,66.1,83.2
28.6,106.4,72.3,96.9
33.7,107.2,76.8,98.4
22.3,21.9,31.8,35.8
38.9,57.1,62.1,72.6
34.6,61.1,61.0,73.6
24.7,117.5,70.4,95.0
24.7,84.6,58.9,74.0
24.6,54.8,47.0,57.5
21.4,12.9,24.5,29.5
34.7,72.2,66.1,81.4
41.0,20.6,48.3,53.8
20.4,101.8,63.2,84.2
21.2,92.8,58.6,75.2
34.3,60.7,61.8,74.1
40.5,57.2,61.3,75.1
28.2,108.7,69.5,90.7
28.7,41.7,43.6,53.7
34.9,37.4,50.1,55.4
26.9,113.3,75.3,98.8
20.7,99.0,63.5,84.7
38.4,100.3,73.9,94.9
35.6,31.5,48.7,59.0
34.5,25.8,38.4,43.7
38.5,12.9,45.3,47.0
36.9,36.1,53.5,61.2
25.1,95.2,63.1,82.0
28.8,36.4,43.5,49.0
23.2,90.2,59.4,76.7
23.2,37.7,36.8,46.0
36.9,53.5,59.2,69.8
41.5,118.1,88.3,115.7
44.1,36.9,60.7,67.6
35.7,51.4,56.0,67.9
24.6,43.1,40.1,50.1
22.6,22.1,28.4,32.6
40.3,63.9,62.1,74.6
34.5,51.7,57.8,65.7
35.5,86.4,69.1,88.2
39.5,99.9,80.2,102.9
37.6,69.9,69.1,81.0
40.9,13.5,45.2,47.6
21.4,78.1,51.4,66.9
38.7,16.1,44.9,49.1
41.3,77.8,72.4,88.3
27.2,85.4,65.1,84.6
36.0,31.8,51.8,57.6
27.9,100.1,69.1,88.2
43.9,129.8,89.3,104.7
20.8,99.4,60.3,80.6
34.5,43.6,52.5,62.4
24.2,74.5,53.4,68.5
37.8,110.6,79.5,103.6
24.4,45.3,44.9,53.0
25.9,100.2,67.0,87.5
32.4,11.0,36.8,38.0
42.9,10.4,47.0,47.9
25.3,93.6,59.7,81.6
23.6,93.8,59.2,78.0
39.0,96.8,78.4,98.1
32.5,112.3,76.4,101.6
42.8,23.0,51.5,57.5
23.7,35.5,37.7,47.6
36.1,109.4,78.5,102.4
25.8,29.5,35.7,41.2
23.9,85.0,54.7,76.0
37.1,68.4,64.1,79.4
34.8,19.2,43.7,47.4
38.9,41.4,52.1,61.2
27.7,67.2,54.6,69.0
31.2,103.8,73.3,94.6
30.1,87.8,63.3,79.9
44.6,78.4,78.8,97.4
27.3,64.6,52.4,66.0
27.4,42.9,44.3,53.6
28.9,23.1,37.8,45.8
34.1,55.0,52.6,63.5
26.3,13.1,33.6,37.1
42.9,33.2,54.3,60.2
26.6,57.6,49.2,61.8
42.4,56.0,66.0,78.0
22.6,14.9,31.5,35.5
36.4,74.8,64.2,81.9
